10/10/24,,,,,,,,,,,
Cu, , ,NbTi, , ,Pb, , ,Dy, , 
Time,CG Voltage,Voltage,Time,CG Voltage,Voltage,Time,CG Voltage,Voltage,Time,CG Voltage,Voltage
2:31:29 PM,0.0120128,0.0003381,2:31:36 PM,0.0121208,0.0031201,2:31:42 PM,0.0121868,0.0001434,2:31:48 PM,0.012231,0.0005487
2:31:59 PM,0.0122768,0.0003078,2:32:06 PM,0.0122939,0.0031175,2:32:12 PM,0.012305,0.0001432,2:32:18 PM,0.0123117,0.0005499
2:32:29 PM,0.0123152,0.0003041,2:32:36 PM,0.0123147,0.0031174,2:32:42 PM,0.0123121,0.0001446,2:32:48 PM,0.0123077,0.0005543
2:32:59 PM,0.0122974,0.0003068,2:33:06 PM,0.0122898,0.0031182,2:33:12 PM,0.0122814,0.000146,2:33:18 PM,0.0122722,0.0005597
2:33:29 PM,0.0122536,0.0003125,2:33:36 PM,0.0122429,0.0031194,2:33:42 PM,0.0122318,0.0001475,2:33:48 PM,0.0122201,0.0005657
2:33:59 PM,0.0122005,0.0003192,2:34:06 PM,0.0121878,0.0031207,2:34:12 PM,0.0121703,0.0001492,2:34:18 PM,0.0121537,0.0005722
2:34:29 PM,0.0120808,0.0003352,2:34:36 PM,0.0120102,0.0031259,2:34:42 PM,0.0119442,0.0001538,2:34:49 PM,0.0118907,0.0005922
2:34:59 PM,0.0118298,0.0003707,2:35:06 PM,0.0117995,0.0031307,2:35:12 PM,0.0117551,0.0001607,2:35:19 PM,0.0117102,0.0006161
2:35:29 PM,0.0116506,0.0003977,2:35:36 PM,0.0116276,0.0031353,2:35:42 PM,0.0116073,0.000166,2:35:48 PM,0.011591,0.0006345
2:35:59 PM,0.0115628,0.0004112,2:36:06 PM,0.0115389,0.0031375,2:36:12 PM,0.0115166,0.0001686,2:36:19 PM,0.0115035,0.0006446
2:36:29 PM,0.0114759,4.95E+11,2:36:36 PM,0.0114451,0.0031401,2:36:42 PM,0.0114181,0.0001712,2:36:48 PM,0.0113965,0.0006553
2:36:59 PM,0.0113632,0.0004438,2:37:06 PM,0.011344,0.0031425,2:37:12 PM,0.0113264,0.0001743,2:37:18 PM,0.0113122,0.0006665
2:37:29 PM,0.0112939,0.0004556,2:37:36 PM,0.0112848,0.0031442,2:37:42 PM,0.0112764,0.0001762,2:37:49 PM,0.0112684,0.0006734
2:37:59 PM,0.0112557,0.0004623,2:38:06 PM,0.0112488,0.0031452,2:38:12 PM,0.0112425,0.0001775,2:38:19 PM,0.0112366,0.0006779
2:38:29 PM,0.0112276,0.0004673,2:38:36 PM,0.0112227,0.003146,2:38:42 PM,0.0112178,0.0001784,2:38:49 PM,0.011213,0.0006813
2:38:59 PM,0.0112053,0.0004713,2:39:06 PM,0.0112008,0.0031466,2:39:12 PM,0.0111963,0.0001792,2:39:19 PM,0.0111919,0.0006842
2:39:29 PM,0.0111846,0.0004751,2:39:36 PM,0.0111802,0.0031472,2:39:42 PM,0.011176,0.0001799,2:39:48 PM,0.0111718,0.0006868
2:39:59 PM,0.0111648,0.0004787,2:40:06 PM,0.0111605,0.0031479,2:40:12 PM,0.0111563,0.0001806,2:40:19 PM,0.0111522,0.0006892
2:40:29 PM,0.0111454,0.0004822,2:40:36 PM,0.0111414,0.0031484,2:40:42 PM,0.0111373,0.0001812,2:40:49 PM,0.0111332,0.0006918
2:40:59 PM,0.0111264,0.0004858,2:41:06 PM,0.0111223,0.003149,2:41:12 PM,0.0111184,0.0001819,2:41:19 PM,0.0111144,0.0006943
2:41:29 PM,0.0111077,0.0004893,2:41:36 PM,0.0111037,0.0031495,2:41:42 PM,0.0110997,0.0001826,2:41:49 PM,0.0110958,0.0006968
2:41:59 PM,0.0110892,0.0004927,2:42:06 PM,0.0110852,0.00315,2:42:12 PM,0.0110812,0.0001832,2:42:19 PM,0.0110772,0.0006993
2:42:29 PM,0.0110705,0.0004962,2:42:36 PM,0.0110665,0.0031506,2:42:42 PM,0.0110625,0.0001838,2:42:49 PM,0.0110585,0.0007016
2:42:59 PM,0.0110518,0.0004998,2:43:06 PM,0.0110479,0.0031512,2:43:12 PM,0.011044,0.0001844,2:43:19 PM,0.0110398,0.0007042
2:43:29 PM,0.0110332,0.0005032,2:43:36 PM,0.0110291,0.0031518,2:43:42 PM,0.0110252,0.0001853,2:43:49 PM,0.0110211,0.0007068
2:43:59 PM,0.0110144,0.0005069,2:44:06 PM,0.0110104,0.0031524,2:44:12 PM,0.0110063,0.0001859,2:44:19 PM,0.0110019,0.0007093
2:44:29 PM,0.0109947,0.0005107,2:44:36 PM,0.0109901,0.0031531,2:44:42 PM,0.0109854,0.0001866,2:44:49 PM,0.0109805,0.0007121
2:44:59 PM,0.0109722,0.000515,2:45:06 PM,0.0109673,0.0031536,2:45:12 PM,0.0109623,0.0001873,2:45:18 PM,0.0109573,0.0007151
2:45:29 PM,0.010949,0.0005196,2:45:36 PM,0.0109438,0.0031544,2:45:42 PM,0.0109389,0.0001881,2:45:49 PM,0.0109338,0.0007184
2:45:59 PM,0.0109252,0.0005243,2:46:06 PM,0.0109202,0.0031551,2:46:12 PM,0.0109151,0.0001891,2:46:19 PM,0.0109101,0.0007218
2:46:29 PM,0.0109015,0.000529,2:46:36 PM,0.0108964,0.0031558,2:46:42 PM,0.0108913,0.0001899,2:46:49 PM,0.0108862,0.0007252
2:46:59 PM,0.0108777,0.0005337,2:47:06 PM,0.0108727,0.0031566,2:47:12 PM,0.0108676,0.0001908,2:47:19 PM,0.0108625,0.0007288
2:47:29 PM,0.010854,0.0005385,2:47:36 PM,0.010849,0.0031574,2:47:42 PM,0.010844,0.0001917,2:47:49 PM,0.010839,0.0007322
2:47:59 PM,0.0108307,0.0005433,2:48:06 PM,0.0108256,0.0031582,2:48:12 PM,0.0108205,0.0001926,2:48:19 PM,0.0108155,0.0007356
2:48:29 PM,0.0108071,0.000548,2:48:36 PM,0.010802,0.0031589,2:48:42 PM,0.010797,0.0001935,2:48:49 PM,0.0107919,0.0007391
2:48:59 PM,0.0107835,0.0005529,2:49:06 PM,0.0107785,0.0031597,2:49:12 PM,0.0107734,0.0001943,2:49:19 PM,0.0107683,0.0007424
2:49:29 PM,0.0107599,0.0005577,2:49:36 PM,0.0107549,0.0031605,2:49:42 PM,0.0107499,0.0001952,2:49:49 PM,0.0107449,0.0007459
2:49:59 PM,0.0107364,0.0005626,2:50:06 PM,0.0107315,0.0031612,2:50:12 PM,0.0107264,0.0001962,2:50:19 PM,0.0107214,0.0007492
2:50:29 PM,0.0107131,0.0005676,2:50:36 PM,0.0107082,0.0031619,2:50:42 PM,0.0107033,0.0001969,2:50:49 PM,0.0106983,0.0007526
2:50:59 PM,0.01069,0.0005724,2:51:06 PM,0.010685,0.0031627,2:51:12 PM,0.0106801,0.0001978,2:51:18 PM,0.0106751,0.0007561
2:51:29 PM,0.010667,0.0005774,2:51:36 PM,0.010662,0.0031635,2:51:42 PM,0.0106572,0.0001987,2:51:49 PM,0.0106523,0.0007594
2:51:59 PM,0.0106441,0.0005823,2:52:06 PM,0.0106393,0.0031642,2:52:12 PM,0.0106344,0.0001996,2:52:18 PM,0.0106296,0.0007627
2:52:29 PM,0.0106215,0.0005871,2:52:36 PM,0.0106167,0.003165,2:52:42 PM,0.0106119,0.0002005,2:52:48 PM,0.010607,0.0007662
2:52:59 PM,0.0105989,0.000592,2:53:06 PM,0.0105943,0.0031657,2:53:12 PM,0.0105894,0.0002013,2:53:19 PM,0.0105846,0.0007696
2:53:29 PM,0.0105766,0.0005969,2:53:36 PM,0.0105719,0.0031665,2:53:42 PM,0.0105671,0.0002022,2:53:48 PM,0.0105624,0.0007729
2:53:59 PM,0.0105544,0.0006018,2:54:06 PM,0.0105497,0.0031672,2:54:12 PM,0.0105449,0.0002031,2:54:19 PM,0.0105403,0.0007763
2:54:29 PM,0.0105323,0.0006067,2:54:36 PM,0.0105276,0.003168,2:54:42 PM,0.010523,0.000204,2:54:49 PM,0.0105182,0.0007796
2:54:59 PM,0.0105105,0.0006116,2:55:06 PM,0.0105058,0.0031686,2:55:12 PM,0.0105011,0.0002048,2:55:19 PM,0.0104964,0.000783
2:55:29 PM,0.0104887,0.0006164,2:55:36 PM,0.010484,0.0031695,2:55:42 PM,0.0104795,0.0002057,2:55:49 PM,0.0104748,0.0007865
2:55:59 PM,0.0104671,0.0006214,2:56:06 PM,0.0104626,0.0031701,2:56:12 PM,0.0104579,0.0002065,2:56:19 PM,0.0104533,0.0007897
2:56:29 PM,0.0104457,0.0006262,2:56:36 PM,0.0104411,0.0031709,2:56:42 PM,0.0104366,0.0002073,2:56:49 PM,0.0104321,0.0007932
2:56:59 PM,0.0104243,0.0006311,2:57:06 PM,0.0104199,0.0031716,2:57:12 PM,0.0104154,0.0002082,2:57:19 PM,0.0104109,0.0007966
2:57:29 PM,0.0104033,0.0006359,2:57:36 PM,0.0103987,0.0031724,2:57:42 PM,0.0103943,0.0002091,2:57:49 PM,0.0103898,0.0008
2:57:59 PM,0.0103823,0.0006409,2:58:06 PM,0.0103779,0.0031731,2:58:12 PM,0.0103734,0.0002099,2:58:19 PM,0.010369,0.0008034
2:58:29 PM,0.0103615,0.0006456,2:58:36 PM,0.010357,0.0031739,2:58:42 PM,0.0103525,0.0002107,2:58:49 PM,0.0103481,0.0008067
2:58:59 PM,0.0103407,0.0006505,2:59:06 PM,0.0103363,0.0031746,2:59:12 PM,0.0103319,0.0002116,2:59:19 PM,0.0103274,0.00081
2:59:29 PM,0.01032,0.0006555,2:59:36 PM,0.0103156,0.0031753,2:59:42 PM,0.0103113,0.0002125,2:59:48 PM,0.0103069,0.0008135
2:59:59 PM,0.0102995,0.0006604,3:00:06 PM,0.0102951,0.003176,3:00:12 PM,0.0102908,0.0002133,3:00:19 PM,0.0102864,0.0008168
3:00:29 PM,0.010279,0.0006652,3:00:36 PM,0.0102747,0.0031767,3:00:42 PM,0.0102702,0.0002142,3:00:49 PM,0.0102659,0.0008203
3:00:59 PM,0.0102587,0.0006702,3:01:06 PM,0.0102544,0.0031775,3:01:12 PM,0.01025,0.000215,3:01:19 PM,0.0102456,0.0008237
3:01:29 PM,0.0102384,0.000675,3:01:36 PM,0.0102342,0.0031783,3:01:42 PM,0.0102298,0.0002159,3:01:49 PM,0.0102256,0.000827
3:01:59 PM,0.0102183,0.0006799,3:02:06 PM,0.010214,0.003179,3:02:12 PM,0.0102097,0.0002167,3:02:19 PM,0.0102054,0.0008305
3:02:29 PM,0.0101982,0.0006848,3:02:36 PM,0.010194,0.0031798,3:02:42 PM,0.0101897,0.0002176,3:02:49 PM,0.0101853,0.0008338
3:02:59 PM,0.0101783,0.0006898,3:03:06 PM,0.010174,0.0031804,3:03:12 PM,0.0101698,0.0002185,3:03:19 PM,0.0101655,0.0008373
3:03:29 PM,0.0101584,0.0006947,3:03:36 PM,0.0101542,0.0031812,3:03:42 PM,0.01015,0.0002193,3:03:49 PM,0.0101458,0.0008407
3:03:59 PM,0.0101387,0.0006996,3:04:06 PM,0.0101345,0.0031819,3:04:12 PM,0.0101303,0.0002202,3:04:19 PM,0.0101261,0.0008442
3:04:29 PM,0.0101191,0.0007045,3:04:36 PM,0.0101149,0.0031826,3:04:42 PM,0.0101107,0.0002211,3:04:49 PM,0.0101065,0.0008476
3:04:59 PM,0.0100996,0.0007094,3:05:06 PM,0.0100953,0.0031833,3:05:12 PM,0.0100912,0.0002218,3:05:19 PM,0.0100871,0.000851
3:05:29 PM,0.0100802,0.0007143,3:05:36 PM,0.0100761,0.0031841,3:05:42 PM,0.0100719,0.0002228,3:05:48 PM,0.0100678,0.0008544
3:05:59 PM,0.0100609,0.0007192,3:06:06 PM,0.0100568,0.0031848,3:06:12 PM,0.0100526,0.0002236,3:06:19 PM,0.0100485,0.0008578
3:06:29 PM,0.0100417,0.0007242,3:06:36 PM,0.0100375,0.0031856,3:06:42 PM,0.0100334,0.0002244,3:06:49 PM,0.0100294,0.0008613
3:06:59 PM,0.0100224,0.000729,3:07:06 PM,0.0100185,0.0031863,3:07:12 PM,0.0100144,0.0002252,3:07:19 PM,0.0100103,0.0008647
3:07:29 PM,0.0100035,0.000734,3:07:36 PM,0.0099995,0.003187,3:07:42 PM,0.0099955,0.000226,3:07:49 PM,0.0099914,0.0008682
3:07:59 PM,0.0099847,0.0007388,3:08:06 PM,0.0099806,0.0031876,3:08:12 PM,0.0099766,0.0002269,3:08:19 PM,0.0099727,0.0008715
3:08:29 PM,0.0099659,0.0007438,3:08:36 PM,0.009962,0.0031884,3:08:42 PM,0.0099581,0.0002278,3:08:49 PM,0.0099538,0.000875
3:08:59 PM,0.0099473,0.0007486,3:09:06 PM,0.0099433,0.0031891,3:09:12 PM,0.0099393,0.0002286,3:09:19 PM,0.0099353,0.0008784
3:09:29 PM,0.0099287,0.0007536,3:09:36 PM,0.0099248,0.0031898,3:09:42 PM,0.0099208,0.0002295,3:09:49 PM,0.0099169,0.000882
3:09:59 PM,0.0099103,0.0007584,3:10:06 PM,0.0099063,0.0031906,3:10:12 PM,0.0099024,0.0002303,3:10:19 PM,0.0098985,0.0008853
3:10:29 PM,0.0098919,0.0007634,3:10:36 PM,0.0098879,0.0031913,3:10:42 PM,0.0098841,0.0002311,3:10:49 PM,0.0098802,0.0008888
3:10:59 PM,0.0098737,0.0007683,3:11:06 PM,0.0098698,0.0031919,3:11:12 PM,0.0098659,0.000232,3:11:19 PM,0.0098621,0.0008922
3:11:29 PM,0.0098555,0.0007732,3:11:36 PM,0.0098518,0.0031926,3:11:42 PM,0.0098478,0.0002328,3:11:49 PM,0.009844,0.0008956
3:11:59 PM,0.0098376,0.000778,3:12:06 PM,0.0098337,0.0031934,3:12:12 PM,0.0098298,0.0002337,3:12:19 PM,0.009826,0.0008991
3:12:29 PM,0.0098196,0.0007829,3:12:36 PM,0.0098158,0.0031941,3:12:42 PM,0.0098119,0.0002345,3:12:49 PM,0.0098081,0.0009025
3:12:59 PM,0.0098022,0.0007878,3:13:06 PM,0.009798,0.0031948,3:13:12 PM,0.0097942,0.0002354,3:13:19 PM,0.0097903,0.000906
3:13:29 PM,0.009784,0.0007926,3:13:36 PM,0.0097803,0.0031955,3:13:42 PM,0.0097765,0.0002362,3:13:49 PM,0.0097729,0.0009093
3:13:59 PM,0.0097665,0.0007975,3:14:06 PM,0.009763,0.0031962,3:14:12 PM,0.0097592,0.000237,3:14:19 PM,0.0097556,0.0009127
3:14:29 PM,0.0097497,0.0008021,3:14:36 PM,0.0097461,0.0031969,3:14:42 PM,0.0097426,0.0002378,3:14:49 PM,0.0097392,0.0009159
3:14:59 PM,0.0097336,0.0008066,3:15:06 PM,0.0097302,0.0031974,3:15:12 PM,0.0097269,0.0002384,3:15:19 PM,0.0097237,0.0009187
3:15:29 PM,0.0097184,0.0008108,3:15:36 PM,0.0097153,0.003198,3:15:42 PM,0.0097123,0.000239,3:15:49 PM,0.0097093,0.0009213
3:15:59 PM,0.0097044,0.0008147,3:16:06 PM,0.0097016,0.0031985,3:16:12 PM,0.0096986,0.0002397,3:16:19 PM,0.009696,0.0009237
3:16:29 PM,0.0096916,0.0008182,3:16:36 PM,0.0096891,0.003199,3:16:42 PM,0.0096868,0.0002402,3:16:49 PM,0.0096847,0.0009258
3:16:59 PM,0.0096812,0.000821,3:17:06 PM,0.0096794,0.0031995,3:17:12 PM,0.0096778,0.0002405,3:17:19 PM,0.0096762,0.0009275
3:17:29 PM,0.0096739,0.0008231,3:17:36 PM,0.0096728,0.0031996,3:17:42 PM,0.0096717,0.0002408,3:17:49 PM,0.0096709,0.0009285
3:17:59 PM,0.0096695,0.0008242,3:18:06 PM,0.009669,0.0031997,3:18:12 PM,0.0096684,0.0002411,3:18:19 PM,0.0096681,0.000929
3:18:29 PM,0.0096676,0.0008248,3:18:36 PM,0.0096676,0.0031997,3:18:42 PM,0.0096675,0.0002411,3:18:49 PM,0.0096675,0.000929
3:18:59 PM,0.0096678,0.0008247,3:19:06 PM,0.009668,0.0031997,3:19:12 PM,0.0096684,0.0002409,3:19:19 PM,0.0096688,0.0009286
3:19:29 PM,0.0096696,0.0008241,3:19:36 PM,0.0096703,0.0031996,3:19:42 PM,0.009671,0.0002408,3:19:49 PM,0.0096717,0.000928
3:19:59 PM,0.009673,0.0008232,3:20:06 PM,0.0096738,0.0031995,3:20:12 PM,0.0096748,0.0002407,3:20:19 PM,0.0096758,0.0009271
3:20:29 PM,0.0096775,0.0008219,3:20:36 PM,0.0096786,0.0031993,3:20:42 PM,0.0096798,0.0002404,3:20:49 PM,0.009681,0.0009261
3:20:59 PM,0.0096831,0.0008203,3:21:06 PM,0.0096843,0.003199,3:21:12 PM,0.0096857,0.0002401,3:21:19 PM,0.009687,0.0009247
3:21:29 PM,0.0096893,0.0008186,3:21:36 PM,0.0096907,0.0031987,3:21:42 PM,0.0096922,0.0002398,3:21:49 PM,0.0096936,0.0009234
3:21:59 PM,0.009696,0.0008166,3:22:06 PM,0.0096974,0.0031985,3:22:12 PM,0.0096988,0.0002395,3:22:19 PM,0.0097003,0.0009221
3:22:29 PM,0.0097026,0.0008148,3:22:36 PM,0.009704,0.0031982,3:22:42 PM,0.0097054,0.0002391,3:22:49 PM,0.0097068,0.0009209
3:22:59 PM,0.0097091,0.000813,3:23:06 PM,0.0097105,0.0031979,3:23:12 PM,0.009712,0.0002388,3:23:19 PM,0.0097131,0.0009197
3:23:29 PM,0.0097154,0.0008113,3:23:36 PM,0.0097167,0.0031977,3:23:42 PM,0.0097181,0.0002386,3:23:49 PM,0.0097193,0.0009187
3:23:59 PM,0.0097215,0.0008095,3:24:06 PM,0.0097228,0.0031974,3:24:12 PM,0.0097241,0.0002383,3:24:19 PM,0.0097254,0.0009176
3:24:29 PM,0.0097276,0.0008079,3:24:36 PM,0.0097287,0.0031972,3:24:42 PM,0.00973,0.000238,3:24:49 PM,0.0097313,0.0009166
3:24:59 PM,0.0097334,0.0008063,3:25:06 PM,0.0097346,0.003197,3:25:12 PM,0.0097358,0.0002379,3:25:19 PM,0.009737,0.0009157
3:25:29 PM,0.009739,0.0008047,3:25:36 PM,0.0097403,0.0031968,3:25:42 PM,0.0097415,0.0002376,3:25:49 PM,0.0097425,0.0009147
3:25:59 PM,0.009742,0.0008037,3:26:06 PM,0.0096655,0.0032018,3:26:12 PM,0.0094954,0.0002388,3:26:19 PM,0.0092445,0.0009303
3:26:29 PM,0.008764,0.0011318,3:26:36 PM,0.0087997,0.0032246,3:26:42 PM,0.0091955,0.0002659,3:26:49 PM,0.0097064,0.0008476
3:26:59 PM,0.0107543,0.0005329,3:27:06 PM,0.0114809,0.0031268,3:27:12 PM,0.0123451,0.000107,3:27:19 PM,0.0134385,0.0003249
3:27:29 PM,0.0169033,0.00006,3:27:36 PM,0.0362691,0.0015118,3:27:42 PM,0.0464392,0,3:27:49 PM,0.0464367,0.0001142
3:27:59 PM,0.0464498,0.0000304,3:28:06 PM,0.046481,0,3:28:12 PM,0.0464861,0.0000001,3:28:19 PM,0.046488,0.0001142
3:28:29 PM,0.0464854,0.0000304,3:28:36 PM,0.046488,0,3:28:42 PM,0.0464921,0,3:28:49 PM,0.0464834,0.0001143
3:28:59 PM,0.0464636,0.0000303,3:29:06 PM,0.046428,0,3:29:12 PM,0.0463848,0.0000001,3:29:19 PM,0.0463863,0.0001142
3:29:29 PM,0.0464015,0.0000304,3:29:36 PM,0.0464111,0.0000001,3:29:42 PM,0.04642,0,3:29:49 PM,0.0464245,0.0001142
3:29:59 PM,0.0464277,0.0000303,3:30:06 PM,0.0464288,0,3:30:12 PM,0.0093051,0,3:30:19 PM,0.0046536,0.0001142
3:30:29 PM,0.004654,0.0000304,3:30:36 PM,0.0046542,0,3:30:42 PM,0.0046543,0,3:30:49 PM,0.0046546,0.0001142
3:30:59 PM,0.0046549,0.0000304,3:31:06 PM,0.0046566,0,3:31:12 PM,0.0046571,0.0000001,3:31:19 PM,0.0046558,0.0001143
3:31:29 PM,0.0046563,0.0000304,3:31:36 PM,0.0046782,0,3:31:42 PM,0.0046942,0,3:31:49 PM,0.0047057,0.0001143
3:31:59 PM,0.0047175,0.0000303,3:32:06 PM,0.0047233,0,3:32:12 PM,0.0047294,0,3:32:19 PM,0.0047363,0.0001143
3:32:29 PM,0.0047483,0.0000303,3:32:36 PM,0.0047558,0,3:32:42 PM,0.0047634,0.0000001,3:32:49 PM,0.0047707,0.0001142
3:32:59 PM,0.0047829,0.0000303,3:33:06 PM,0.0047898,0.0000001,3:33:12 PM,0.0047968,0.0000001,3:33:19 PM,0.004804,0.0001142
3:33:29 PM,0.0048154,0.0000303,3:33:36 PM,0.0048221,0,3:33:42 PM,0.0048291,0.0000001,3:33:49 PM,0.004836,0.0001142
3:33:59 PM,0.0048472,0.0000304,3:34:06 PM,0.0048539,0,3:34:12 PM,0.00486,0,3:34:19 PM,0.004866,0.0001142
3:34:29 PM,0.0048776,0.0000304,3:34:36 PM,0.0048845,0,3:34:42 PM,0.004891,0,3:34:49 PM,0.0048981,0.0001142
3:34:59 PM,0.0049089,0.0000303,3:35:06 PM,0.0049153,0,3:35:12 PM,0.0049224,0,3:35:19 PM,0.0049293,0.0001142
3:35:29 PM,0.0049406,0.0000304,3:35:36 PM,0.0049474,0,3:35:42 PM,0.0049543,0,3:35:49 PM,0.0049612,0.0001142
3:35:59 PM,0.0049724,0.0000304,3:36:06 PM,0.004979,0,3:36:12 PM,0.0049859,0,3:36:19 PM,0.0049925,0.0001142
3:36:29 PM,0.0050039,0.0000305,3:36:36 PM,0.0050111,0,3:36:42 PM,0.0050181,0.0000001,3:36:49 PM,0.005025,0.0001142
3:36:59 PM,0.0050363,0.0000303,3:37:06 PM,0.005043,0,3:37:12 PM,0.0050495,0.0000001,3:37:19 PM,0.0050557,0.0001142
3:37:29 PM,0.0050663,0.0000304,3:37:36 PM,0.0050723,0,3:37:42 PM,0.0050785,0,3:37:49 PM,0.0050846,0.0001142
3:37:59 PM,0.0050954,0.0000303,3:38:06 PM,0.0051015,0,3:38:12 PM,0.0051079,0,3:38:19 PM,0.0051143,0.0001141
3:38:29 PM,0.0051247,0.0000304,3:38:36 PM,0.0051311,0,3:38:42 PM,0.0051375,0,3:38:49 PM,0.0051437,0.0001141
3:38:59 PM,0.0051534,0.0000304,3:39:06 PM,0.0051588,0,3:39:12 PM,0.0051652,0,3:39:19 PM,0.005171,0.0001142
3:39:29 PM,0.0051806,0.0000304,3:39:36 PM,0.0051861,0,3:39:42 PM,0.0051908,0,3:39:49 PM,0.0051938,0.0001141
3:39:59 PM,0.005201,0.0000304,3:40:06 PM,0.0052055,0,3:40:12 PM,0.0052191,0,3:40:19 PM,0.0052376,0.0001141
3:40:29 PM,0.0052587,0.0000304,3:40:36 PM,0.0052691,0,3:40:42 PM,0.0052791,0,3:40:49 PM,0.0052881,0.0001141
3:40:59 PM,0.0053059,0.0000304,3:41:06 PM,0.0052815,0,3:41:12 PM,0.0052796,0,3:41:19 PM,0.0052831,0.0001142
3:41:29 PM,0.0052844,0.0000303,3:41:36 PM,0.0052839,0,3:41:42 PM,0.0052841,0,3:41:49 PM,0.0052835,0.0001141
3:41:59 PM,0.0052826,0.0000303,3:42:06 PM,0.0052821,0.0000001,3:42:12 PM,0.0052815,0,3:42:19 PM,0.005281,0.0001141
3:42:29 PM,0.0052804,0.0000303,3:42:36 PM,0.0052801,0,3:42:42 PM,0.0052798,0,3:42:49 PM,0.0052794,0.0001141
3:42:59 PM,0.0052789,0.0000304,3:43:06 PM,0.0052785,0,3:43:12 PM,0.0052783,0.0000001,3:43:19 PM,0.0052779,0.000114
3:43:29 PM,0.0052774,0.0000304,3:43:36 PM,0.005277,0,3:43:42 PM,0.0052766,0,3:43:49 PM,0.0052761,0.0001141
3:43:59 PM,0.0052754,0.0000304,3:44:06 PM,0.005275,0,3:44:12 PM,0.0052746,0,3:44:19 PM,0.0052741,0.0001142
3:44:29 PM,0.0052724,0.0000304,3:44:36 PM,0.0052706,0,3:44:42 PM,0.0052706,0,3:44:49 PM,0.0052701,0.0001141
3:44:59 PM,0.0052686,0.0000304,3:45:06 PM,0.0052679,0,3:45:12 PM,0.0052672,0,3:45:19 PM,0.0052664,0.0001141
3:45:29 PM,0.0052653,0.0000303,3:45:36 PM,0.0052645,0.0000001,3:45:42 PM,0.0052639,0,3:45:49 PM,0.0052631,0.0001141
3:45:59 PM,0.005262,0.0000302,3:46:06 PM,0.0052611,0,3:46:12 PM,0.0052605,0,3:46:19 PM,0.0052597,0.0001141
3:46:29 PM,0.0052587,0.0000304,3:46:36 PM,0.005258,0,3:46:42 PM,0.0052573,0,3:46:49 PM,0.0052567,0.0001141
3:46:59 PM,0.0052557,0.0000304,3:47:06 PM,0.005255,0,3:47:12 PM,0.0052542,0,3:47:19 PM,0.0052535,0.0001142
3:47:29 PM,0.0052506,0.0000304,3:47:36 PM,0.0052521,0,3:47:42 PM,0.0052513,0,3:47:49 PM,0.0052505,0.0001141
3:47:59 PM,0.0052495,0.0000305,3:48:06 PM,0.0052489,0,3:48:12 PM,0.0052482,0,3:48:19 PM,0.0052476,0.0001141
3:48:29 PM,0.0052464,0.0000304,3:48:36 PM,0.0052457,0,3:48:42 PM,0.0052451,0,3:48:49 PM,0.0052443,0.0001141
3:48:59 PM,0.005242,0.0000303,3:49:06 PM,0.0052406,0.0000001,3:49:12 PM,0.00524,0,3:49:19 PM,0.0052409,0.0001142
3:49:29 PM,0.0052393,0.0000304,3:49:36 PM,0.0052383,0,3:49:42 PM,0.0052377,0,3:49:49 PM,0.0052363,0.0001142
3:49:59 PM,0.0052329,0.0000304,3:50:06 PM,0.0052313,0,3:50:12 PM,0.0052304,0.0000001,3:50:19 PM,0.00523,0.0001143
3:50:29 PM,0.0052292,0.0000304,3:50:36 PM,0.0052289,0,3:50:42 PM,0.0052286,0,3:50:49 PM,0.0052283,0.0001141
3:50:59 PM,0.0052281,0.0000303,3:51:06 PM,0.0052279,0,3:51:12 PM,0.005228,0,3:51:19 PM,0.0052287,0.0001142
3:51:29 PM,0.0052305,0.0000304,3:51:36 PM,0.0052312,0,3:51:42 PM,0.0052324,0,3:51:49 PM,0.0052336,0.0001142
3:51:59 PM,0.0052359,0.0000303,3:52:06 PM,0.0052375,0,3:52:12 PM,0.0052393,0,3:52:19 PM,0.0052411,0.0001141
3:52:29 PM,0.0052438,0.0000303,3:52:36 PM,0.0052457,0,3:52:42 PM,0.0052475,0,3:52:49 PM,0.0052492,0.0001141
3:52:59 PM,0.0052502,0.0000304,3:53:06 PM,0.0052507,0,3:53:12 PM,0.0052518,0,3:53:19 PM,0.0052564,0.0001142
3:53:29 PM,0.0052872,0.0000303,3:53:36 PM,0.0053014,0.0000001,3:53:42 PM,0.0053119,0,3:53:49 PM,0.0053197,0.0001141
3:53:59 PM,0.005327,0.0000303,3:54:06 PM,0.0053302,0,3:54:12 PM,0.0053336,0.0000001,3:54:19 PM,0.0053374,0.0001141
3:54:29 PM,0.0053446,0.0000304,3:54:36 PM,0.0053474,0,3:54:42 PM,0.0053508,0,3:54:49 PM,0.0053543,0.0001141
3:54:59 PM,0.0053607,0.0000303,3:55:06 PM,0.0053652,0,3:55:12 PM,0.0053695,0,3:55:19 PM,0.0053738,0.0001141
3:55:29 PM,0.0053811,0.0000303,3:55:36 PM,0.0053855,0,3:55:42 PM,0.0053895,0.0000001,3:55:49 PM,0.0053934,0.0001142
3:55:59 PM,0.0054004,0.0000303,3:56:06 PM,0.0054041,0.0000001,3:56:12 PM,0.0054078,0,3:56:19 PM,0.0054114,0.0001141
3:56:29 PM,0.0054169,0.0000303,3:56:36 PM,0.0054201,0,3:56:42 PM,0.0054229,0,3:56:49 PM,0.0054256,0.0001141
