10/3/2024
Cu	 	 	NbTi	 	 	Pb	 	 	Dy	 	 
Time	CG Voltage	Voltage	Time	CG Voltage	Voltage	Time	CG Voltage	Voltage	Time	CG Voltage	Voltage
8:31:01 PM	0.0074086	0.0017077	8:31:07 PM	0.0074072	0.0033206	8:31:14 PM	0.0074057	0.0003927	8:31:20 PM	0.0074044	0.0015837
8:31:31 PM	0.0074021	0.0017111	8:31:37 PM	0.0074007	0.0033211	8:31:44 PM	0.0073993	0.0003933	8:31:50 PM	0.0073979	0.0015863
8:32:01 PM	0.0073956	0.0017146	8:32:07 PM	0.0073942	0.0033215	8:32:14 PM	0.0073928	0.0003939	8:32:20 PM	0.0073914	0.0015888
8:32:31 PM	0.0073890	0.0017181	8:32:37 PM	0.0073876	0.0033220	8:32:44 PM	0.0073863	0.0003946	8:32:50 PM	0.0073848	0.0015914
8:33:01 PM	0.0073824	0.0017215	8:33:07 PM	0.0073811	0.0033225	8:33:14 PM	0.0073796	0.0003952	8:33:20 PM	0.0073782	0.0015940
8:33:31 PM	0.0073758	0.0017250	8:33:37 PM	0.0073745	0.0033229	8:33:44 PM	0.0073731	0.0003958	8:33:50 PM	0.0073716	0.0015965
8:34:01 PM	0.0073692	0.0017285	8:34:07 PM	0.0073679	0.0033234	8:34:14 PM	0.0073664	0.0003964	8:34:20 PM	0.0073650	0.0015992
8:34:31 PM	0.0073626	0.0017322	8:34:37 PM	0.0073612	0.0033240	8:34:44 PM	0.0073598	0.0003970	8:34:50 PM	0.0073583	0.0016018
8:35:01 PM	0.0073560	0.0017357	8:35:07 PM	0.0073546	0.0033245	8:35:14 PM	0.0073532	0.0003977	8:35:20 PM	0.0073517	0.0016043
8:35:31 PM	0.0073493	0.0017391	8:35:37 PM	0.0073479	0.0033250	8:35:44 PM	0.0073464	0.0003983	8:35:50 PM	0.0073450	0.0016070
8:36:01 PM	0.0073426	0.0017428	8:36:07 PM	0.0073411	0.0033266	8:36:14 PM	0.0073396	0.0003989	8:36:20 PM	0.0073383	0.0016096
8:36:31 PM	0.0073358	0.0017464	8:36:37 PM	0.0073344	0.0033258	8:36:44 PM	0.0073329	0.0003996	8:36:50 PM	0.0073315	0.0016123
8:37:01 PM	0.0073291	0.0017500	8:37:07 PM	0.0073277	0.0033277	8:37:14 PM	0.0073263	0.0004002	8:37:20 PM	0.0073248	0.0016149
8:37:31 PM	0.0073224	0.0017537	8:37:37 PM	0.0073210	0.0033269	8:37:44 PM	0.0073194	0.0004009	8:37:50 PM	0.0073181	0.0016175
8:38:01 PM	0.0073156	0.0017573	8:38:07 PM	0.0073142	0.0033272	8:38:14 PM	0.0073128	0.0004015	8:38:20 PM	0.0073113	0.0016202
8:38:31 PM	0.0073089	0.0017610	8:38:37 PM	0.0073073	0.0033299	8:38:44 PM	0.0073059	0.0004022	8:38:50 PM	0.0073045	0.0016228
8:39:01 PM	0.0073021	0.0017646	8:39:07 PM	0.0073006	0.0033437	8:39:14 PM	0.0072991	0.0004028	8:39:20 PM	0.0072976	0.0016254
8:39:31 PM	0.0072952	0.0017683	8:39:37 PM	0.0072937	0.0033495	8:39:44 PM	0.0072923	0.0004035	8:39:50 PM	0.0072907	0.0016280
8:40:01 PM	0.0072884	0.0017722	8:40:07 PM	0.0072869	0.0033556	8:40:14 PM	0.0072854	0.0004042	8:40:20 PM	0.0072839	0.0016307
8:40:31 PM	0.0072815	0.0017758	8:40:37 PM	0.0072800	0.0033724	8:40:44 PM	0.0072785	0.0004048	8:40:50 PM	0.0072770	0.0016333
8:41:01 PM	0.0072746	0.0017796	8:41:07 PM	0.0072732	0.0033798	8:41:14 PM	0.0072717	0.0004055	8:41:20 PM	0.0072702	0.0016359
8:41:31 PM	0.0072677	0.0017833	8:41:37 PM	0.0072663	0.0033723	8:41:44 PM	0.0072648	0.0004062	8:41:50 PM	0.0072633	0.0016386
8:42:01 PM	0.0072609	0.0017871	8:42:07 PM	0.0072594	0.0033836	8:42:14 PM	0.0072579	0.0004069	8:42:20 PM	0.0072564	0.0016412
8:42:31 PM	0.0072540	0.0017909	8:42:37 PM	0.0072525	0.0033871	8:42:44 PM	0.0072509	0.0004075	8:42:50 PM	0.0072495	0.0016439
8:43:01 PM	0.0072470	0.0017948	8:43:07 PM	0.0072455	0.0033879	8:43:14 PM	0.0072440	0.0004081	8:43:20 PM	0.0072424	0.0016465
8:43:31 PM	0.0072400	0.0017987	8:43:37 PM	0.0072385	0.0033936	8:43:44 PM	0.0072370	0.0004089	8:43:50 PM	0.0072356	0.0016492
8:44:01 PM	0.0072331	0.0018025	8:44:07 PM	0.0072316	0.0033956	8:44:14 PM	0.0072301	0.0004095	8:44:20 PM	0.0072286	0.0016517
8:44:31 PM	0.0072262	0.0018064	8:44:37 PM	0.0072246	0.0033905	8:44:44 PM	0.0072232	0.0004102	8:44:50 PM	0.0072217	0.0016545
8:45:01 PM	0.0072191	0.0018102	8:45:07 PM	0.0072176	0.0033982	8:45:14 PM	0.0072162	0.0004109	8:45:20 PM	0.0072147	0.0016571
8:45:31 PM	0.0072121	0.0018141	8:45:37 PM	0.0072107	0.0033927	8:45:44 PM	0.0072091	0.0004116	8:45:50 PM	0.0072077	0.0016597
8:46:01 PM	0.0072052	0.0018180	8:46:07 PM	0.0072036	0.0033909	8:46:14 PM	0.0072021	0.0004124	8:46:20 PM	0.0072007	0.0016623
8:46:31 PM	0.0071981	0.0018219	8:46:37 PM	0.0071967	0.0033920	8:46:44 PM	0.0071952	0.0004130	8:46:50 PM	0.0071937	0.0016649
8:47:01 PM	0.0071910	0.0018259	8:47:07 PM	0.0071896	0.0033925	8:47:14 PM	0.0071882	0.0004137	8:47:20 PM	0.0071865	0.0016674
8:47:31 PM	0.0071842	0.0018298	8:47:37 PM	0.0071826	0.0033922	8:47:44 PM	0.0071811	0.0004145	8:47:50 PM	0.0071796	0.0016701
8:48:01 PM	0.0071771	0.0018337	8:48:07 PM	0.0071757	0.0033919	8:48:14 PM	0.0071741	0.0004150	8:48:20 PM	0.0071726	0.0016726
8:48:31 PM	0.0071700	0.0018377	8:48:37 PM	0.0071686	0.0034001	8:48:44 PM	0.0071671	0.0004159	8:48:50 PM	0.0071655	0.0016752
8:49:01 PM	0.0071630	0.0018417	8:49:07 PM	0.0071615	0.0033977	8:49:14 PM	0.0071600	0.0004165	8:49:20 PM	0.0071585	0.0016779
8:49:31 PM	0.0071560	0.0018457	8:49:37 PM	0.0071544	0.0033940	8:49:44 PM	0.0071529	0.0004172	8:49:50 PM	0.0071514	0.0016803
8:50:01 PM	0.0071489	0.0018496	8:50:07 PM	0.0071473	0.0033943	8:50:14 PM	0.0071458	0.0004180	8:50:20 PM	0.0071443	0.0016828
8:50:31 PM	0.0071418	0.0018537	8:50:37 PM	0.0071403	0.0033953	8:50:44 PM	0.0071388	0.0004186	8:50:50 PM	0.0071373	0.0016853
8:51:01 PM	0.0071348	0.0018578	8:51:07 PM	0.0071333	0.0033955	8:51:14 PM	0.0071318	0.0004194	8:51:20 PM	0.0071302	0.0016878
8:51:31 PM	0.0071276	0.0018619	8:51:37 PM	0.0071261	0.0033954	8:51:44 PM	0.0071247	0.0004201	8:51:50 PM	0.0071231	0.0016902
8:52:01 PM	0.0071206	0.0018658	8:52:07 PM	0.0071190	0.0033954	8:52:14 PM	0.0071176	0.0004208	8:52:20 PM	0.0071160	0.0016928
8:52:31 PM	0.0071136	0.0018699	8:52:37 PM	0.0071121	0.0033958	8:52:44 PM	0.0071104	0.0004215	8:52:50 PM	0.0071090	0.0016952
8:53:01 PM	0.0071065	0.0018740	8:53:07 PM	0.0071050	0.0033998	8:53:14 PM	0.0071034	0.0004223	8:53:20 PM	0.0071019	0.0016977
8:53:31 PM	0.0070993	0.0018780	8:53:37 PM	0.0070979	0.0034032	8:53:44 PM	0.0070963	0.0004231	8:53:50 PM	0.0070948	0.0017000
8:54:01 PM	0.0070923	0.0018822	8:54:07 PM	0.0070908	0.0034115	8:54:14 PM	0.0070893	0.0004238	8:54:20 PM	0.0070877	0.0017025
8:54:31 PM	0.0070852	0.0018863	8:54:37 PM	0.0070837	0.0034107	8:54:44 PM	0.0070822	0.0004245	8:54:50 PM	0.0070806	0.0017048
8:55:01 PM	0.0070781	0.0018904	8:55:07 PM	0.0070766	0.0034123	8:55:14 PM	0.0070751	0.0004253	8:55:20 PM	0.0070735	0.0017071
8:55:31 PM	0.0070710	0.0018945	8:55:37 PM	0.0070696	0.0034217	8:55:44 PM	0.0070680	0.0004260	8:55:50 PM	0.0070665	0.0017094
8:56:01 PM	0.0070639	0.0018986	8:56:07 PM	0.0070623	0.0034263	8:56:14 PM	0.0070608	0.0004267	8:56:20 PM	0.0070595	0.0017117
8:56:31 PM	0.0070568	0.0019027	8:56:37 PM	0.0070553	0.0034288	8:56:44 PM	0.0070539	0.0004275	8:56:50 PM	0.0070523	0.0017140
8:57:01 PM	0.0070498	0.0019069	8:57:07 PM	0.0070482	0.0034271	8:57:14 PM	0.0070468	0.0004282	8:57:20 PM	0.0070452	0.0017162
8:57:31 PM	0.0070427	0.0019110	8:57:37 PM	0.0070412	0.0034159	8:57:44 PM	0.0070396	0.0004289	8:57:50 PM	0.0070382	0.0017183
8:58:01 PM	0.0070357	0.0019152	8:58:07 PM	0.0070341	0.0034196	8:58:14 PM	0.0070326	0.0004297	8:58:20 PM	0.0070311	0.0017205
8:58:31 PM	0.0070286	0.0019193	8:58:37 PM	0.0070270	0.0034232	8:58:44 PM	0.0070256	0.0004304	8:58:50 PM	0.0070240	0.0017226
8:59:01 PM	0.0070214	0.0019236	8:59:08 PM	0.0070199	0.0034262	8:59:14 PM	0.0070185	0.0004311	8:59:20 PM	0.0070170	0.0017247
8:59:31 PM	0.0070145	0.0019277	8:59:37 PM	0.0070130	0.0034039	8:59:44 PM	0.0070114	0.0004319	8:59:50 PM	0.0070099	0.0017267
9:00:01 PM	0.0070074	0.0019319	9:00:07 PM	0.0070058	0.0033958	9:00:14 PM	0.0070043	0.0004326	9:00:20 PM	0.0070029	0.0017288
9:00:31 PM	0.0070004	0.0019361	9:00:37 PM	0.0069988	0.0034054	9:00:44 PM	0.0069973	0.0004334	9:00:50 PM	0.0069959	0.0017306
9:01:01 PM	0.0069934	0.0019402	9:01:07 PM	0.0069918	0.0034014	9:01:14 PM	0.0069903	0.0004341	9:01:20 PM	0.0069889	0.0017326
9:01:31 PM	0.0069863	0.0019444	9:01:37 PM	0.0069848	0.0033964	9:01:44 PM	0.0069833	0.0004348	9:01:50 PM	0.0069818	0.0017344
9:02:01 PM	0.0069792	0.0019486	9:02:07 PM	0.0069777	0.0033894	9:02:14 PM	0.0069762	0.0004356	9:02:20 PM	0.0069747	0.0017362
9:02:31 PM	0.0069722	0.0019528	9:02:37 PM	0.0069707	0.0033952	9:02:44 PM	0.0069692	0.0004364	9:02:50 PM	0.0069677	0.0017381
9:03:01 PM	0.0069652	0.0019571	9:03:07 PM	0.0069637	0.0033864	9:03:14 PM	0.0069622	0.0004372	9:03:20 PM	0.0069607	0.0017399
9:03:31 PM	0.0069582	0.0019613	9:03:37 PM	0.0069567	0.0033828	9:03:44 PM	0.0069553	0.0004379	9:03:50 PM	0.0069536	0.0017415
9:04:01 PM	0.0069513	0.0019654	9:04:07 PM	0.0069496	0.0033826	9:04:14 PM	0.0069483	0.0004387	9:04:20 PM	0.0069468	0.0017431
9:04:31 PM	0.0069443	0.0019698	9:04:37 PM	0.0069427	0.0033901	9:04:44 PM	0.0069412	0.0004394	9:04:50 PM	0.0069398	0.0017446
9:05:01 PM	0.0069372	0.0019739	9:05:07 PM	0.0069357	0.0033846	9:05:14 PM	0.0069343	0.0004402	9:05:20 PM	0.0069328	0.0017462
9:05:31 PM	0.0069303	0.0019782	9:05:37 PM	0.0069288	0.0033863	9:05:44 PM	0.0069274	0.0004409	9:05:50 PM	0.0069258	0.0017476
9:06:01 PM	0.0069233	0.0019824	9:06:07 PM	0.0069218	0.0033924	9:06:14 PM	0.0069204	0.0004417	9:06:20 PM	0.0069189	0.0017489
9:06:31 PM	0.0069163	0.0019866	9:06:37 PM	0.0069149	0.0033986	9:06:44 PM	0.0069135	0.0004424	9:06:50 PM	0.0069119	0.0017502
9:07:01 PM	0.0069095	0.0019909	9:07:07 PM	0.0069080	0.0033736	9:07:14 PM	0.0069065	0.0004432	9:07:20 PM	0.0069051	0.0017514
9:07:31 PM	0.0069025	0.0019951	9:07:37 PM	0.0069010	0.0033639	9:07:44 PM	0.0068995	0.0004440	9:07:50 PM	0.0068981	0.0017527
9:08:01 PM	0.0068956	0.0019993	9:08:07 PM	0.0068942	0.0033631	9:08:14 PM	0.0068928	0.0004447	9:08:20 PM	0.0068913	0.0017537
9:08:31 PM	0.0068888	0.0020036	9:08:37 PM	0.0068873	0.0033678	9:08:44 PM	0.0068858	0.0004454	9:08:50 PM	0.0068844	0.0017548
9:09:01 PM	0.0068818	0.0020078	9:09:07 PM	0.0068804	0.0033655	9:09:14 PM	0.0068789	0.0004462	9:09:20 PM	0.0068775	0.0017558
9:09:31 PM	0.0068750	0.0020121	9:09:37 PM	0.0068735	0.0033648	9:09:44 PM	0.0068720	0.0004470	9:09:50 PM	0.0068706	0.0017566
9:10:01 PM	0.0068681	0.0020163	9:10:07 PM	0.0068667	0.0033657	9:10:14 PM	0.0068653	0.0004478	9:10:20 PM	0.0068638	0.0017575
9:10:31 PM	0.0068613	0.0020206	9:10:37 PM	0.0068598	0.0033671	9:10:44 PM	0.0068583	0.0004486	9:10:50 PM	0.0068569	0.0017582
9:11:01 PM	0.0068545	0.0020249	9:11:07 PM	0.0068530	0.0033868	9:11:14 PM	0.0068515	0.0004493	9:11:20 PM	0.0068502	0.0017588
9:11:31 PM	0.0068476	0.0020291	9:11:37 PM	0.0068462	0.0033976	9:11:44 PM	0.0068448	0.0004501	9:11:50 PM	0.0068433	0.0017594
9:12:01 PM	0.0068409	0.0020333	9:12:07 PM	0.0068394	0.0033924	9:12:14 PM	0.0068380	0.0004508	9:12:20 PM	0.0068366	0.0017599
9:12:31 PM	0.0068341	0.0020376	9:12:37 PM	0.0068327	0.0033821	9:12:44 PM	0.0068312	0.0004516	9:12:50 PM	0.0068298	0.0017604
9:13:01 PM	0.0068273	0.0020418	9:13:07 PM	0.0068259	0.0033796	9:13:14 PM	0.0068243	0.0004524	9:13:20 PM	0.0068230	0.0017609
9:13:31 PM	0.0068206	0.0020460	9:13:37 PM	0.0068191	0.0033764	9:13:44 PM	0.0068177	0.0004531	9:13:50 PM	0.0068163	0.0017613
9:14:01 PM	0.0068138	0.0020503	9:14:07 PM	0.0068124	0.0033735	9:14:14 PM	0.0068110	0.0004539	9:14:20 PM	0.0068095	0.0017617
9:14:31 PM	0.0068071	0.0020545	9:14:37 PM	0.0068057	0.0033744	9:14:44 PM	0.0068042	0.0004547	9:14:50 PM	0.0068028	0.0017621
9:15:01 PM	0.0068005	0.0020587	9:15:07 PM	0.0067990	0.0033773	9:15:14 PM	0.0067976	0.0004554	9:15:20 PM	0.0067961	0.0017624
9:15:31 PM	0.0067936	0.0020630	9:15:37 PM	0.0067923	0.0033789	9:15:44 PM	0.0067908	0.0004562	9:15:50 PM	0.0067895	0.0017629
9:16:01 PM	0.0067869	0.0020672	9:16:07 PM	0.0067856	0.0033933	9:16:14 PM	0.0067842	0.0004570	9:16:20 PM	0.0067828	0.0017632
9:16:31 PM	0.0067804	0.0020715	9:16:37 PM	0.0067790	0.0033979	9:16:44 PM	0.0067775	0.0004578	9:16:50 PM	0.0067761	0.0017636
9:17:01 PM	0.0067738	0.0020757	9:17:07 PM	0.0067723	0.0033959	9:17:14 PM	0.0067710	0.0004584	9:17:20 PM	0.0067694	0.0017640
9:17:31 PM	0.0067671	0.0020800	9:17:37 PM	0.0067657	0.0033890	9:17:44 PM	0.0067643	0.0004592	9:17:50 PM	0.0067629	0.0017644
9:18:01 PM	0.0067606	0.0020841	9:18:07 PM	0.0067591	0.0033949	9:18:14 PM	0.0067577	0.0004600	9:18:20 PM	0.0067563	0.0017649
9:18:31 PM	0.0067540	0.0020884	9:18:37 PM	0.0067526	0.0033953	9:18:44 PM	0.0067511	0.0004607	9:18:50 PM	0.0067497	0.0017653
9:19:01 PM	0.0067475	0.0020926	9:19:07 PM	0.0067460	0.0034013	9:19:14 PM	0.0067446	0.0004615	9:19:20 PM	0.0067432	0.0017658
9:19:31 PM	0.0067408	0.0020968	9:19:37 PM	0.0067394	0.0033934	9:19:44 PM	0.0067380	0.0004623	9:19:50 PM	0.0067366	0.0017663
9:20:01 PM	0.0067342	0.0021010	9:20:07 PM	0.0067329	0.0033984	9:20:14 PM	0.0067315	0.0004630	9:20:20 PM	0.0067301	0.0017668
9:20:31 PM	0.0067278	0.0021053	9:20:37 PM	0.0067264	0.0033982	9:20:44 PM	0.0067250	0.0004638	9:20:50 PM	0.0067237	0.0017673
9:21:01 PM	0.0067214	0.0021095	9:21:07 PM	0.0067200	0.0034028	9:21:14 PM	0.0067185	0.0004646	9:21:20 PM	0.0067170	0.0017678
9:21:31 PM	0.0067148	0.0021137	9:21:37 PM	0.0067135	0.0033789	9:21:44 PM	0.0067121	0.0004653	9:21:50 PM	0.0067106	0.0017684
9:22:01 PM	0.0067083	0.0021179	9:22:07 PM	0.0067070	0.0033784	9:22:14 PM	0.0067055	0.0004661	9:22:20 PM	0.0067042	0.0017689
9:22:31 PM	0.0067019	0.0021222	9:22:37 PM	0.0067006	0.0033790	9:22:44 PM	0.0066993	0.0004669	9:22:50 PM	0.0066979	0.0017693
9:23:01 PM	0.0066955	0.0021264	9:23:07 PM	0.0066942	0.0033793	9:23:14 PM	0.0066928	0.0004676	9:23:20 PM	0.0066915	0.0017700
9:23:31 PM	0.0066892	0.0021306	9:23:37 PM	0.0066878	0.0033797	9:23:44 PM	0.0066864	0.0004684	9:23:50 PM	0.0066851	0.0017705
9:24:01 PM	0.0066828	0.0021347	9:24:07 PM	0.0066815	0.0033801	9:24:14 PM	0.0066801	0.0004691	9:24:20 PM	0.0066788	0.0017710
9:24:31 PM	0.0066766	0.0021389	9:24:37 PM	0.0066752	0.0033803	9:24:44 PM	0.0066737	0.0004699	9:24:50 PM	0.0066725	0.0017716
9:25:01 PM	0.0066701	0.0021432	9:25:07 PM	0.0066688	0.0033809	9:25:14 PM	0.0066674	0.0004706	9:25:20 PM	0.0066661	0.0017722
9:25:31 PM	0.0066638	0.0021473	9:25:37 PM	0.0066625	0.0033817	9:25:44 PM	0.0066611	0.0004714	9:25:50 PM	0.0066597	0.0017728
9:26:01 PM	0.0066575	0.0021515	9:26:07 PM	0.0066562	0.0033822	9:26:14 PM	0.0066548	0.0004722	9:26:20 PM	0.0066535	0.0017733
9:26:31 PM	0.0066512	0.0021557	9:26:37 PM	0.0066499	0.0033829	9:26:44 PM	0.0066485	0.0004729	9:26:50 PM	0.0066472	0.0017739
9:27:01 PM	0.0066450	0.0021598	9:27:07 PM	0.0066437	0.0033835	9:27:14 PM	0.0066423	0.0004737	9:27:20 PM	0.0066410	0.0017746
9:27:31 PM	0.0066387	0.0021640	9:27:37 PM	0.0066375	0.0033841	9:27:44 PM	0.0066360	0.0004745	9:27:50 PM	0.0066348	0.0017751
9:28:01 PM	0.0066325	0.0021683	9:28:07 PM	0.0066312	0.0033847	9:28:14 PM	0.0066298	0.0004752	9:28:20 PM	0.0066286	0.0017757
9:28:31 PM	0.0066263	0.0021724	9:28:37 PM	0.0066249	0.0033853	9:28:44 PM	0.0066237	0.0004760	9:28:50 PM	0.0066223	0.0017763
9:29:01 PM	0.0066201	0.0021765	9:29:07 PM	0.0066188	0.0033859	9:29:14 PM	0.0066175	0.0004767	9:29:20 PM	0.0066162	0.0017769
9:29:31 PM	0.0066139	0.0021806	9:29:37 PM	0.0066127	0.0033861	9:29:44 PM	0.0066113	0.0004774	9:29:50 PM	0.0066100	0.0017775
9:30:01 PM	0.0066078	0.0021848	9:30:07 PM	0.0066065	0.0033855	9:30:14 PM	0.0066051	0.0004781	9:30:20 PM	0.0066039	0.0017781
9:30:31 PM	0.0066016	0.0021890	9:30:37 PM	0.0066003	0.0033856	9:30:44 PM	0.0065991	0.0004790	9:30:50 PM	0.0065977	0.0017787
9:31:01 PM	0.0065955	0.0021930	9:31:07 PM	0.0065943	0.0033861	9:31:14 PM	0.0065929	0.0004798	9:31:20 PM	0.0065916	0.0017793
9:31:31 PM	0.0065895	0.0021972	9:31:37 PM	0.0065881	0.0033867	9:31:44 PM	0.0065868	0.0004804	9:31:50 PM	0.0065856	0.0017799
9:32:01 PM	0.0065834	0.0022014	9:32:07 PM	0.0065821	0.0033872	9:32:14 PM	0.0065808	0.0004812	9:32:20 PM	0.0065795	0.0017805
9:32:31 PM	0.0065773	0.0022055	9:32:37 PM	0.0065761	0.0033878	9:32:44 PM	0.0065747	0.0004820	9:32:50 PM	0.0065735	0.0017811
9:33:01 PM	0.0065712	0.0022096	9:33:07 PM	0.0065700	0.0033883	9:33:14 PM	0.0065688	0.0004826	9:33:20 PM	0.0065675	0.0017818
9:33:31 PM	0.0065653	0.0022137	9:33:37 PM	0.0065641	0.0033889	9:33:44 PM	0.0065627	0.0004834	9:33:50 PM	0.0065615	0.0017824
9:34:01 PM	0.0065594	0.0022178	9:34:07 PM	0.0065581	0.0033895	9:34:14 PM	0.0065568	0.0004841	9:34:20 PM	0.0065555	0.0017831
9:34:31 PM	0.0065534	0.0022219	9:34:37 PM	0.0065521	0.0033900	9:34:44 PM	0.0065508	0.0004849	9:34:50 PM	0.0065495	0.0017836
9:35:01 PM	0.0065475	0.0022260	9:35:07 PM	0.0065462	0.0033906	9:35:14 PM	0.0065449	0.0004857	9:35:20 PM	0.0065436	0.0017843
9:35:31 PM	0.0065415	0.0022301	9:35:37 PM	0.0065402	0.0033911	9:35:44 PM	0.0065390	0.0004864	9:35:50 PM	0.0065377	0.0017849
9:36:01 PM	0.0065356	0.0022341	9:36:07 PM	0.0065343	0.0033917	9:36:14 PM	0.0065331	0.0004872	9:36:20 PM	0.0065318	0.0017855
9:36:31 PM	0.0065297	0.0022382	9:36:37 PM	0.0065285	0.0033921	9:36:44 PM	0.0065272	0.0004879	9:36:50 PM	0.0065259	0.0017861
9:37:01 PM	0.0065239	0.0022424	9:37:07 PM	0.0065226	0.0033927	9:37:14 PM	0.0065213	0.0004886	9:37:20 PM	0.0065201	0.0017867
9:37:31 PM	0.0065181	0.0022464	9:37:37 PM	0.0065168	0.0033933	9:37:44 PM	0.0065156	0.0004894	9:37:50 PM	0.0065144	0.0017874
9:38:01 PM	0.0065122	0.0022504	9:38:07 PM	0.0065110	0.0033946	9:38:14 PM	0.0065097	0.0004901	9:38:20 PM	0.0065085	0.0017879
9:38:31 PM	0.0065064	0.0022545	9:38:37 PM	0.0065052	0.0033944	9:38:44 PM	0.0065040	0.0004909	9:38:50 PM	0.0065027	0.0017886
9:39:01 PM	0.0065006	0.0022585	9:39:07 PM	0.0064995	0.0033949	9:39:14 PM	0.0064982	0.0004917	9:39:20 PM	0.0064969	0.0017893
9:39:31 PM	0.0064949	0.0022626	9:39:37 PM	0.0064937	0.0033956	9:39:44 PM	0.0064924	0.0004923	9:39:50 PM	0.0064913	0.0017899
9:40:01 PM	0.0064892	0.0022667	9:40:07 PM	0.0064879	0.0034322	9:40:14 PM	0.0064867	0.0004931	9:40:20 PM	0.0064854	0.0017906
9:40:31 PM	0.0064835	0.0022707	9:40:37 PM	0.0064822	0.0034403	9:40:44 PM	0.0064810	0.0004938	9:40:50 PM	0.0064798	0.0017912
9:41:01 PM	0.0064778	0.0022748	9:41:07 PM	0.0064765	0.0034637	9:41:14 PM	0.0064753	0.0004946	9:41:20 PM	0.0064741	0.0017918
9:41:31 PM	0.0064719	0.0022787	9:41:37 PM	0.0064708	0.0034717	9:41:44 PM	0.0064696	0.0004953	9:41:50 PM	0.0064684	0.0017925
9:42:01 PM	0.0064663	0.0022828	9:42:07 PM	0.0064652	0.0034752	9:42:14 PM	0.0064639	0.0004960	9:42:20 PM	0.0064628	0.0017931
9:42:31 PM	0.0064607	0.0022867	9:42:37 PM	0.0064594	0.0034748	9:42:44 PM	0.0064583	0.0004967	9:42:50 PM	0.0064571	0.0017937
9:43:01 PM	0.0064551	0.0022907	9:43:07 PM	0.0064539	0.0034715	9:43:14 PM	0.0064526	0.0004974	9:43:20 PM	0.0064514	0.0017944
9:43:31 PM	0.0064494	0.0022947	9:43:37 PM	0.0064482	0.0034637	9:43:44 PM	0.0064470	0.0004982	9:43:50 PM	0.0064458	0.0017950
9:44:01 PM	0.0064439	0.0022987	9:44:07 PM	0.0064427	0.0034586	9:44:14 PM	0.0064415	0.0004990	9:44:20 PM	0.0064403	0.0017957
9:44:31 PM	0.0064384	0.0023027	9:44:37 PM	0.0064372	0.0034569	9:44:44 PM	0.0064359	0.0004997	9:44:50 PM	0.0064347	0.0017963
9:45:01 PM	0.0064329	0.0023066	9:45:07 PM	0.0064316	0.0034547	9:45:14 PM	0.0064304	0.0005003	9:45:20 PM	0.0064292	0.0017970
9:45:31 PM	0.0064272	0.0023106	9:45:37 PM	0.0064261	0.0034532	9:45:44 PM	0.0064249	0.0005011	9:45:50 PM	0.0064237	0.0017977
9:46:01 PM	0.0064217	0.0023146	9:46:07 PM	0.0064206	0.0034520	9:46:14 PM	0.0064194	0.0005019	9:46:20 PM	0.0064183	0.0017983
9:46:31 PM	0.0064163	0.0023185	9:46:37 PM	0.0064151	0.0034524	9:46:44 PM	0.0064139	0.0005025	9:46:50 PM	0.0064128	0.0017989
9:47:01 PM	0.0064108	0.0023224	9:47:07 PM	0.0064096	0.0034547	9:47:14 PM	0.0064084	0.0005033	9:47:20 PM	0.0064074	0.0017995
9:47:31 PM	0.0064053	0.0023264	9:47:37 PM	0.0064041	0.0034565	9:47:44 PM	0.0064032	0.0005040	9:47:50 PM	0.0064019	0.0018002
9:48:01 PM	0.0063999	0.0023303	9:48:07 PM	0.0063988	0.0034582	9:48:14 PM	0.0063976	0.0005047	9:48:20 PM	0.0063964	0.0018009
9:48:31 PM	0.0063946	0.0023343	9:48:37 PM	0.0063935	0.0034601	9:48:44 PM	0.0063922	0.0005055	9:48:50 PM	0.0063911	0.0018016
9:49:01 PM	0.0063893	0.0023382	9:49:07 PM	0.0063881	0.0034622	9:49:14 PM	0.0063868	0.0005061	9:49:20 PM	0.0063857	0.0018022
9:49:31 PM	0.0063838	0.0023421	9:49:37 PM	0.0063827	0.0034638	9:49:44 PM	0.0063816	0.0005069	9:49:50 PM	0.0063803	0.0018028
9:50:01 PM	0.0063785	0.0023460	9:50:07 PM	0.0063774	0.0034653	9:50:14 PM	0.0063762	0.0005076	9:50:20 PM	0.0063750	0.0018035
9:50:31 PM	0.0063732	0.0023499	9:50:37 PM	0.0063720	0.0034665	9:50:44 PM	0.0063708	0.0005082	9:50:50 PM	0.0063697	0.0018041
9:51:01 PM	0.0063678	0.0023538	9:51:07 PM	0.0063667	0.0034679	9:51:14 PM	0.0063655	0.0005090	9:51:20 PM	0.0063645	0.0018048
9:51:31 PM	0.0063626	0.0023577	9:51:37 PM	0.0063614	0.0034686	9:51:44 PM	0.0063603	0.0005097	9:51:50 PM	0.0063591	0.0018054
9:52:01 PM	0.0063572	0.0023616	9:52:07 PM	0.0063562	0.0034682	9:52:14 PM	0.0063551	0.0005104	9:52:20 PM	0.0063539	0.0018061
9:52:31 PM	0.0063520	0.0023655	9:52:37 PM	0.0063509	0.0034669	9:52:44 PM	0.0063499	0.0005111	9:52:50 PM	0.0063487	0.0018067
9:53:01 PM	0.0063468	0.0023693	9:53:07 PM	0.0063457	0.0034667	9:53:14 PM	0.0063446	0.0005119	9:53:20 PM	0.0063435	0.0018074
