10/3/2024
Cu	 	 	NbTi	 	 	Pb	 	 	Dy	 	 
Time	CG Voltage	Voltage	Time	CG Voltage	Voltage	Time	CG Voltage	Voltage	Time	CG Voltage	Voltage
4:11:31 PM	0.0056321	0.0029733	4:11:37 PM	0.0056360	0.0036766	4:11:44 PM	0.0056399	0.0006231	4:11:50 PM	0.0056438	0.0019119
4:12:01 PM	0.0056503	0.0029557	4:12:07 PM	0.0056542	0.0036740	4:12:14 PM	0.0056581	0.0006196	4:12:20 PM	0.0056620	0.0019088
4:12:31 PM	0.0056685	0.0029381	4:12:37 PM	0.0056725	0.0036715	4:12:44 PM	0.0056764	0.0006163	4:12:50 PM	0.0056804	0.0019055
4:13:01 PM	0.0056869	0.0029204	4:13:07 PM	0.0056909	0.0036689	4:13:14 PM	0.0056949	0.0006130	4:13:20 PM	0.0056988	0.0019024
4:13:31 PM	0.0057054	0.0029028	4:13:37 PM	0.0057094	0.0036664	4:13:44 PM	0.0057134	0.0006096	4:13:50 PM	0.0057173	0.0018992
4:14:01 PM	0.0057240	0.0028853	4:14:07 PM	0.0057280	0.0036642	4:14:14 PM	0.0057319	0.0006063	4:14:20 PM	0.0057359	0.0018959
4:14:31 PM	0.0057427	0.0028678	4:14:37 PM	0.0057466	0.0036613	4:14:44 PM	0.0057507	0.0006030	4:14:50 PM	0.0057547	0.0018929
4:15:01 PM	0.0057614	0.0028503	4:15:07 PM	0.0057655	0.0036588	4:15:14 PM	0.0057694	0.0005997	4:15:20 PM	0.0057735	0.0018897
4:15:31 PM	0.0057803	0.0028329	4:15:37 PM	0.0057843	0.0036562	4:15:44 PM	0.0057885	0.0005964	4:15:50 PM	0.0057924	0.0018866
4:16:01 PM	0.0057992	0.0028155	4:16:07 PM	0.0058035	0.0036537	4:16:14 PM	0.0058074	0.0005931	4:16:20 PM	0.0058116	0.0018834
4:16:31 PM	0.0058184	0.0027982	4:16:37 PM	0.0058225	0.0036513	4:16:44 PM	0.0058265	0.0005898	4:16:50 PM	0.0058306	0.0018803
4:17:01 PM	0.0058375	0.0027810	4:17:07 PM	0.0058416	0.0036491	4:17:14 PM	0.0058457	0.0005866	4:17:20 PM	0.0058499	0.0018771
4:17:31 PM	0.0058568	0.0027637	4:17:37 PM	0.0058609	0.0036466	4:17:44 PM	0.0058650	0.0005834	4:17:50 PM	0.0058692	0.0018741
4:18:01 PM	0.0058767	0.0027467	4:18:07 PM	0.0058810	0.0036444	4:18:14 PM	0.0058851	0.0005801	4:18:20 PM	0.0058892	0.0018710
4:18:31 PM	0.0058960	0.0027296	4:18:37 PM	0.0059003	0.0036419	4:18:44 PM	0.0059044	0.0005770	4:18:50 PM	0.0059086	0.0018680
4:19:01 PM	0.0059155	0.0027128	4:19:07 PM	0.0059196	0.0036395	4:19:14 PM	0.0059237	0.0005737	4:19:20 PM	0.0059279	0.0018650
4:19:31 PM	0.0059348	0.0026960	4:19:37 PM	0.0059390	0.0036372	4:19:44 PM	0.0059430	0.0005706	4:19:50 PM	0.0059473	0.0018620
4:20:01 PM	0.0059542	0.0026793	4:20:07 PM	0.0059583	0.0036349	4:20:14 PM	0.0059626	0.0005674	4:20:20 PM	0.0059668	0.0018591
4:20:31 PM	0.0059737	0.0026627	4:20:37 PM	0.0059779	0.0036326	4:20:44 PM	0.0059821	0.0005644	4:20:50 PM	0.0059862	0.0018561
4:21:01 PM	0.0059933	0.0026463	4:21:07 PM	0.0059975	0.0036302	4:21:14 PM	0.0060017	0.0005612	4:21:20 PM	0.0060059	0.0018532
4:21:31 PM	0.0060129	0.0026298	4:21:37 PM	0.0060172	0.0036279	4:21:44 PM	0.0060213	0.0005582	4:21:50 PM	0.0060254	0.0018502
4:22:01 PM	0.0060325	0.0026135	4:22:07 PM	0.0060367	0.0036256	4:22:14 PM	0.0060409	0.0005551	4:22:20 PM	0.0060450	0.0018473
4:22:31 PM	0.0060520	0.0025974	4:22:37 PM	0.0060563	0.0036232	4:22:44 PM	0.0060605	0.0005522	4:22:50 PM	0.0060646	0.0018445
4:23:01 PM	0.0060717	0.0025812	4:23:07 PM	0.0060759	0.0036209	4:23:14 PM	0.0060801	0.0005492	4:23:20 PM	0.0060843	0.0018417
4:23:31 PM	0.0060913	0.0025653	4:23:37 PM	0.0060956	0.0036187	4:23:44 PM	0.0060997	0.0005461	4:23:50 PM	0.0061041	0.0018388
4:24:01 PM	0.0061110	0.0025494	4:24:07 PM	0.0061152	0.0036163	4:24:14 PM	0.0061194	0.0005432	4:24:20 PM	0.0061236	0.0018360
4:24:31 PM	0.0061307	0.0025337	4:24:37 PM	0.0061349	0.0036142	4:24:44 PM	0.0061391	0.0005403	4:24:50 PM	0.0061432	0.0018334
4:25:01 PM	0.0061503	0.0025179	4:25:07 PM	0.0061545	0.0036119	4:25:14 PM	0.0061588	0.0005374	4:25:20 PM	0.0061629	0.0018304
4:25:31 PM	0.0061699	0.0025025	4:25:37 PM	0.0061740	0.0036096	4:25:44 PM	0.0061783	0.0005344	4:25:50 PM	0.0061825	0.0018278
4:26:01 PM	0.0061895	0.0024870	4:26:07 PM	0.0061937	0.0036074	4:26:14 PM	0.0061980	0.0005316	4:26:20 PM	0.0062022	0.0018253
4:26:31 PM	0.0062092	0.0024718	4:26:37 PM	0.0062134	0.0036052	4:26:44 PM	0.0062176	0.0005288	4:26:50 PM	0.0062219	0.0018226
4:27:01 PM	0.0062288	0.0024566	4:27:07 PM	0.0062330	0.0036029	4:27:14 PM	0.0062372	0.0005260	4:27:20 PM	0.0062415	0.0018200
4:27:31 PM	0.0062484	0.0024416	4:27:37 PM	0.0062526	0.0036006	4:27:44 PM	0.0062567	0.0005233	4:27:50 PM	0.0062611	0.0018175
4:28:01 PM	0.0062680	0.0024267	4:28:07 PM	0.0062721	0.0035984	4:28:14 PM	0.0062763	0.0005205	4:28:20 PM	0.0062805	0.0018149
4:28:31 PM	0.0062876	0.0024117	4:28:37 PM	0.0062918	0.0035964	4:28:44 PM	0.0062961	0.0005177	4:28:50 PM	0.0063002	0.0018124
4:29:01 PM	0.0063071	0.0023970	4:29:07 PM	0.0063113	0.0035943	4:29:14 PM	0.0063155	0.0005149	4:29:20 PM	0.0063198	0.0018099
4:29:31 PM	0.0063267	0.0023825	4:29:37 PM	0.0063308	0.0035922	4:29:44 PM	0.0063351	0.0005123	4:29:50 PM	0.0063392	0.0018075
4:30:01 PM	0.0063461	0.0023680	4:30:07 PM	0.0063503	0.0035901	4:30:14 PM	0.0063545	0.0005097	4:30:20 PM	0.0063586	0.0018051
4:30:31 PM	0.0063656	0.0023536	4:30:37 PM	0.0063699	0.0035880	4:30:44 PM	0.0063739	0.0005070	4:30:50 PM	0.0063781	0.0018027
4:31:01 PM	0.0063851	0.0023397	4:31:07 PM	0.0063892	0.0035859	4:31:14 PM	0.0063934	0.0005044	4:31:20 PM	0.0063976	0.0018004
4:31:31 PM	0.0064045	0.0023258	4:31:37 PM	0.0064087	0.0035838	4:31:44 PM	0.0064128	0.0005018	4:31:50 PM	0.0064170	0.0017981
4:32:01 PM	0.0064238	0.0023115	4:32:07 PM	0.0064279	0.0035820	4:32:14 PM	0.0064321	0.0004993	4:32:20 PM	0.0064363	0.0017959
4:32:31 PM	0.0064432	0.0022977	4:32:37 PM	0.0064473	0.0035799	4:32:44 PM	0.0064515	0.0004968	4:32:50 PM	0.0064556	0.0017936
4:33:01 PM	0.0064625	0.0022839	4:33:07 PM	0.0064666	0.0035779	4:33:14 PM	0.0064707	0.0004942	4:33:20 PM	0.0064748	0.0017915
4:33:31 PM	0.0064817	0.0022703	4:33:37 PM	0.0064858	0.0035760	4:33:44 PM	0.0064899	0.0004917	4:33:50 PM	0.0064938	0.0017892
4:34:01 PM	0.0065006	0.0022569	4:34:07 PM	0.0065048	0.0035740	4:34:14 PM	0.0065088	0.0004892	4:34:20 PM	0.0065129	0.0017871
4:34:31 PM	0.0065197	0.0022440	4:34:37 PM	0.0065239	0.0035722	4:34:44 PM	0.0065280	0.0004868	4:34:50 PM	0.0065320	0.0017850
4:35:01 PM	0.0065388	0.0022302	4:35:07 PM	0.0065430	0.0035703	4:35:14 PM	0.0065471	0.0004844	4:35:20 PM	0.0065512	0.0017829
4:35:31 PM	0.0065579	0.0022173	4:35:37 PM	0.0065619	0.0035684	4:35:44 PM	0.0065660	0.0004820	4:35:50 PM	0.0065701	0.0017808
4:36:01 PM	0.0065770	0.0022041	4:36:07 PM	0.0065810	0.0035665	4:36:14 PM	0.0065851	0.0004796	4:36:20 PM	0.0065892	0.0017789
4:36:31 PM	0.0065959	0.0021917	4:36:37 PM	0.0065999	0.0035647	4:36:44 PM	0.0066039	0.0004773	4:36:50 PM	0.0066080	0.0017771
4:37:01 PM	0.0066148	0.0021788	4:37:07 PM	0.0066188	0.0035629	4:37:14 PM	0.0066228	0.0004750	4:37:20 PM	0.0066268	0.0017752
4:37:31 PM	0.0066336	0.0021658	4:37:37 PM	0.0066377	0.0035611	4:37:44 PM	0.0066416	0.0004727	4:37:50 PM	0.0066457	0.0017735
4:38:01 PM	0.0066524	0.0021532	4:38:07 PM	0.0066564	0.0035593	4:38:14 PM	0.0066604	0.0004704	4:38:20 PM	0.0066644	0.0017718
4:38:31 PM	0.0066710	0.0021407	4:38:37 PM	0.0066752	0.0035577	4:38:44 PM	0.0066792	0.0004682	4:38:50 PM	0.0066832	0.0017701
4:39:01 PM	0.0066898	0.0021286	4:39:07 PM	0.0066939	0.0035558	4:39:14 PM	0.0066978	0.0004660	4:39:20 PM	0.0067017	0.0017686
4:39:31 PM	0.0067085	0.0021170	4:39:37 PM	0.0067125	0.0035540	4:39:44 PM	0.0067165	0.0004637	4:39:50 PM	0.0067204	0.0017671
4:40:01 PM	0.0067272	0.0021043	4:40:07 PM	0.0067310	0.0035523	4:40:14 PM	0.0067350	0.0004616	4:40:20 PM	0.0067390	0.0017657
4:40:31 PM	0.0067455	0.0020923	4:40:37 PM	0.0067496	0.0035506	4:40:44 PM	0.0067535	0.0004594	4:40:50 PM	0.0067575	0.0017645
4:41:01 PM	0.0067640	0.0020804	4:41:07 PM	0.0067680	0.0035489	4:41:14 PM	0.0067719	0.0004573	4:41:20 PM	0.0067759	0.0017633
4:41:31 PM	0.0067824	0.0020692	4:41:37 PM	0.0067863	0.0035472	4:41:44 PM	0.0067902	0.0004552	4:41:50 PM	0.0067941	0.0017623
4:42:01 PM	0.0068007	0.0020570	4:42:07 PM	0.0068046	0.0035456	4:42:14 PM	0.0068084	0.0004532	4:42:20 PM	0.0068124	0.0017612
4:42:31 PM	0.0068190	0.0020455	4:42:37 PM	0.0068228	0.0035442	4:42:44 PM	0.0068267	0.0004510	4:42:50 PM	0.0068306	0.0017600
4:43:01 PM	0.0068371	0.0020341	4:43:07 PM	0.0068410	0.0035426	4:43:14 PM	0.0068449	0.0004490	4:43:20 PM	0.0068486	0.0017583
4:43:31 PM	0.0068551	0.0020228	4:43:37 PM	0.0068590	0.0035410	4:43:44 PM	0.0068629	0.0004470	4:43:50 PM	0.0068667	0.0017562
4:44:01 PM	0.0068732	0.0020117	4:44:07 PM	0.0068771	0.0035393	4:44:14 PM	0.0068809	0.0004450	4:44:20 PM	0.0068847	0.0017537
4:44:31 PM	0.0068912	0.0020005	4:44:37 PM	0.0068949	0.0035378	4:44:44 PM	0.0068988	0.0004430	4:44:50 PM	0.0069026	0.0017507
4:45:01 PM	0.0069090	0.0019896	4:45:07 PM	0.0069129	0.0035357	4:45:14 PM	0.0069167	0.0004410	4:45:20 PM	0.0069205	0.0017472
4:45:31 PM	0.0069269	0.0019787	4:45:37 PM	0.0069306	0.0035345	4:45:44 PM	0.0069344	0.0004392	4:45:50 PM	0.0069383	0.0017434
4:46:01 PM	0.0069446	0.0019680	4:46:07 PM	0.0069484	0.0035329	4:46:14 PM	0.0069522	0.0004372	4:46:20 PM	0.0069559	0.0017392
4:46:31 PM	0.0069623	0.0019573	4:46:37 PM	0.0069662	0.0035313	4:46:44 PM	0.0069699	0.0004353	4:46:50 PM	0.0069737	0.0017347
4:47:01 PM	0.0069799	0.0019467	4:47:07 PM	0.0069837	0.0035296	4:47:14 PM	0.0069875	0.0004334	4:47:20 PM	0.0069913	0.0017299
4:47:31 PM	0.0069975	0.0019362	4:47:37 PM	0.0070012	0.0035280	4:47:44 PM	0.0070049	0.0004315	4:47:50 PM	0.0070087	0.0017250
4:48:01 PM	0.0070149	0.0019260	4:48:07 PM	0.0070187	0.0035266	4:48:14 PM	0.0070223	0.0004297	4:48:20 PM	0.0070261	0.0017197
4:48:31 PM	0.0070323	0.0019158	4:48:37 PM	0.0070360	0.0035254	4:48:44 PM	0.0070397	0.0004279	4:48:50 PM	0.0070433	0.0017144
4:49:01 PM	0.0070495	0.0019057	4:49:07 PM	0.0070532	0.0035238	4:49:14 PM	0.0070569	0.0004261	4:49:20 PM	0.0070605	0.0017088
4:49:31 PM	0.0070667	0.0018956	4:49:37 PM	0.0070704	0.0035221	4:49:44 PM	0.0070741	0.0004243	4:49:50 PM	0.0070777	0.0017032
4:50:01 PM	0.0070838	0.0018857	4:50:07 PM	0.0070875	0.0035208	4:50:14 PM	0.0070911	0.0004225	4:50:20 PM	0.0070948	0.0016973
4:50:31 PM	0.0071009	0.0018758	4:50:37 PM	0.0071045	0.0035194	4:50:44 PM	0.0071081	0.0004207	4:50:50 PM	0.0071117	0.0016914
4:51:01 PM	0.0071178	0.0018661	4:51:07 PM	0.0071214	0.0035180	4:51:14 PM	0.0071250	0.0004191	4:51:20 PM	0.0071287	0.0016854
4:51:31 PM	0.0071346	0.0018565	4:51:37 PM	0.0071383	0.0035166	4:51:44 PM	0.0071418	0.0004173	4:51:50 PM	0.0071454	0.0016794
4:52:01 PM	0.0071514	0.0018469	4:52:07 PM	0.0071551	0.0035149	4:52:14 PM	0.0071586	0.0004156	4:52:20 PM	0.0071622	0.0016733
4:52:31 PM	0.0071682	0.0018375	4:52:37 PM	0.0071718	0.0035155	4:52:44 PM	0.0071753	0.0004140	4:52:50 PM	0.0071789	0.0016671
4:53:01 PM	0.0071848	0.0018282	4:53:07 PM	0.0071883	0.0035141	4:53:14 PM	0.0071918	0.0004123	4:53:20 PM	0.0071953	0.0016609
4:53:31 PM	0.0072012	0.0018189	4:53:37 PM	0.0072048	0.0035129	4:53:44 PM	0.0072083	0.0004107	4:53:50 PM	0.0072118	0.0016547
4:54:01 PM	0.0072177	0.0018098	4:54:07 PM	0.0072212	0.0035114	4:54:14 PM	0.0072248	0.0004090	4:54:20 PM	0.0072283	0.0016485
4:54:31 PM	0.0072341	0.0018007	4:54:37 PM	0.0072376	0.0035101	4:54:44 PM	0.0072410	0.0004075	4:54:50 PM	0.0072446	0.0016422
4:55:01 PM	0.0072503	0.0017918	4:55:07 PM	0.0072539	0.0035090	4:55:14 PM	0.0072573	0.0004058	4:55:20 PM	0.0072607	0.0016361
4:55:31 PM	0.0072665	0.0017828	4:55:37 PM	0.0072699	0.0035077	4:55:44 PM	0.0072734	0.0004043	4:55:50 PM	0.0072768	0.0016298
4:56:01 PM	0.0072826	0.0017741	4:56:07 PM	0.0072860	0.0035064	4:56:14 PM	0.0072895	0.0004028	4:56:20 PM	0.0072929	0.0016236
4:56:31 PM	0.0072986	0.0017654	4:56:37 PM	0.0073020	0.0035053	4:56:44 PM	0.0073054	0.0004013	4:56:50 PM	0.0073088	0.0016174
4:57:01 PM	0.0073144	0.0017568	4:57:07 PM	0.0073177	0.0035040	4:57:14 PM	0.0073211	0.0003997	4:57:20 PM	0.0073245	0.0016112
4:57:31 PM	0.0073303	0.0017483	4:57:37 PM	0.0073336	0.0035028	4:57:44 PM	0.0073370	0.0003982	4:57:50 PM	0.0073403	0.0016051
4:58:01 PM	0.0073459	0.0017399	4:58:07 PM	0.0073493	0.0035016	4:58:14 PM	0.0073526	0.0003968	4:58:20 PM	0.0073561	0.0015990
4:58:31 PM	0.0073617	0.0017315	4:58:37 PM	0.0073650	0.0035004	4:58:44 PM	0.0073683	0.0003954	4:58:50 PM	0.0073716	0.0015928
4:59:01 PM	0.0073770	0.0017233	4:59:07 PM	0.0073804	0.0034993	4:59:14 PM	0.0073838	0.0003938	4:59:20 PM	0.0073871	0.0015866
4:59:31 PM	0.0073926	0.0017151	4:59:37 PM	0.0073959	0.0034981	4:59:44 PM	0.0073991	0.0003924	4:59:50 PM	0.0074025	0.0015806
5:00:01 PM	0.0074080	0.0017070	5:00:07 PM	0.0074112	0.0034970	5:00:14 PM	0.0074146	0.0003910	5:00:20 PM	0.0074178	0.0015747
5:00:31 PM	0.0074231	0.0016991	5:00:37 PM	0.0074264	0.0034958	5:00:44 PM	0.0074298	0.0003895	5:00:50 PM	0.0074329	0.0015687
5:01:01 PM	0.0074384	0.0016912	5:01:07 PM	0.0074416	0.0034947	5:01:14 PM	0.0074449	0.0003882	5:01:20 PM	0.0074481	0.0015627
5:01:31 PM	0.0074534	0.0016833	5:01:37 PM	0.0074567	0.0034936	5:01:44 PM	0.0074599	0.0003868	5:01:50 PM	0.0074630	0.0015569
5:02:01 PM	0.0074684	0.0016756	5:02:07 PM	0.0074716	0.0034925	5:02:14 PM	0.0074748	0.0003855	5:02:20 PM	0.0074780	0.0015510
5:02:31 PM	0.0074833	0.0016679	5:02:37 PM	0.0074865	0.0034914	5:02:44 PM	0.0074897	0.0003841	5:02:50 PM	0.0074928	0.0015451
5:03:01 PM	0.0074981	0.0016603	5:03:07 PM	0.0075012	0.0034904	5:03:14 PM	0.0075045	0.0003828	5:03:20 PM	0.0075075	0.0015394
5:03:31 PM	0.0075128	0.0016528	5:03:37 PM	0.0075159	0.0034892	5:03:44 PM	0.0075191	0.0003815	5:03:50 PM	0.0075223	0.0015336
5:04:01 PM	0.0075274	0.0016454	5:04:07 PM	0.0075304	0.0034882	5:04:14 PM	0.0075336	0.0003802	5:04:20 PM	0.0075367	0.0015280
5:04:31 PM	0.0075419	0.0016380	5:04:37 PM	0.0075449	0.0034872	5:04:44 PM	0.0075481	0.0003789	5:04:50 PM	0.0075510	0.0015224
5:05:01 PM	0.0075562	0.0016308	5:05:07 PM	0.0075593	0.0034862	5:05:14 PM	0.0075624	0.0003777	5:05:20 PM	0.0075654	0.0015168
5:05:31 PM	0.0075705	0.0016237	5:05:37 PM	0.0075736	0.0034851	5:05:44 PM	0.0075767	0.0003763	5:05:50 PM	0.0075797	0.0015114
5:06:01 PM	0.0075847	0.0016166	5:06:07 PM	0.0075878	0.0034840	5:06:14 PM	0.0075907	0.0003752	5:06:20 PM	0.0075938	0.0015060
5:06:31 PM	0.0075988	0.0016096	5:06:37 PM	0.0076019	0.0034830	5:06:44 PM	0.0076049	0.0003739	5:06:50 PM	0.0076078	0.0015006
5:07:01 PM	0.0076128	0.0016026	5:07:07 PM	0.0076158	0.0034821	5:07:14 PM	0.0076187	0.0003727	5:07:20 PM	0.0076217	0.0014953
5:07:31 PM	0.0076266	0.0015958	5:07:37 PM	0.0076296	0.0034811	5:07:44 PM	0.0076326	0.0003716	5:07:50 PM	0.0076356	0.0014900
5:08:01 PM	0.0076405	0.0015889	5:08:07 PM	0.0076435	0.0034802	5:08:14 PM	0.0076464	0.0003704	5:08:20 PM	0.0076494	0.0014848
5:08:31 PM	0.0076542	0.0015823	5:08:37 PM	0.0076572	0.0034792	5:08:44 PM	0.0076600	0.0003692	5:08:50 PM	0.0076630	0.0014797
5:09:01 PM	0.0076679	0.0015756	5:09:07 PM	0.0076707	0.0034783	5:09:14 PM	0.0076737	0.0003680	5:09:20 PM	0.0076766	0.0014746
5:09:31 PM	0.0076814	0.0015691	5:09:37 PM	0.0076843	0.0034774	5:09:44 PM	0.0076871	0.0003669	5:09:50 PM	0.0076900	0.0014695
5:10:01 PM	0.0076948	0.0015626	5:10:07 PM	0.0076976	0.0034765	5:10:14 PM	0.0077005	0.0003658	5:10:20 PM	0.0077034	0.0014646
5:10:31 PM	0.0077081	0.0015562	5:10:37 PM	0.0077110	0.0034755	5:10:44 PM	0.0077137	0.0003647	5:10:50 PM	0.0077166	0.0014596
5:11:01 PM	0.0077213	0.0015498	5:11:07 PM	0.0077241	0.0034746	5:11:14 PM	0.0077270	0.0003636	5:11:20 PM	0.0077298	0.0014547
5:11:31 PM	0.0077343	0.0015436	5:11:37 PM	0.0077372	0.0034737	5:11:44 PM	0.0077400	0.0003626	5:11:50 PM	0.0077428	0.0014499
5:12:01 PM	0.0077474	0.0015373	5:12:07 PM	0.0077501	0.0034728	5:12:14 PM	0.0077530	0.0003614	5:12:20 PM	0.0077557	0.0014451
5:12:31 PM	0.0077604	0.0015312	5:12:37 PM	0.0077631	0.0034720	5:12:44 PM	0.0077658	0.0003604	5:12:50 PM	0.0077686	0.0014404
5:13:01 PM	0.0077731	0.0015252	5:13:07 PM	0.0077758	0.0034712	5:13:14 PM	0.0077785	0.0003594	5:13:20 PM	0.0077813	0.0014357
5:13:31 PM	0.0077858	0.0015191	5:13:37 PM	0.0077885	0.0034703	5:13:44 PM	0.0077912	0.0003583	5:13:50 PM	0.0077939	0.0014311
5:14:01 PM	0.0077984	0.0015132	5:14:07 PM	0.0078011	0.0034694	5:14:14 PM	0.0078038	0.0003573	5:14:20 PM	0.0078064	0.0014265
5:14:31 PM	0.0078108	0.0015073	5:14:37 PM	0.0078136	0.0034686	5:14:44 PM	0.0078162	0.0003563	5:14:50 PM	0.0078189	0.0014221
5:15:01 PM	0.0078233	0.0015016	5:15:07 PM	0.0078260	0.0034678	5:15:14 PM	0.0078286	0.0003553	5:15:20 PM	0.0078312	0.0014176
5:15:31 PM	0.0078356	0.0014959	5:15:37 PM	0.0078382	0.0034670	5:15:44 PM	0.0078409	0.0003543	5:15:50 PM	0.0078436	0.0014132
5:16:01 PM	0.0078477	0.0014902	5:16:07 PM	0.0078503	0.0034663	5:16:14 PM	0.0078531	0.0003533	5:16:20 PM	0.0078556	0.0014089
5:16:31 PM	0.0078598	0.0014845	5:16:37 PM	0.0078624	0.0034654	5:16:44 PM	0.0078651	0.0003524	5:16:50 PM	0.0078676	0.0014046
5:17:01 PM	0.0078719	0.0014791	5:17:07 PM	0.0078744	0.0034646	5:17:14 PM	0.0078770	0.0003514	5:17:20 PM	0.0078796	0.0014004
5:17:31 PM	0.0078837	0.0014736	5:17:37 PM	0.0078863	0.0034639	5:17:44 PM	0.0078888	0.0003505	5:17:50 PM	0.0078914	0.0013963
5:18:01 PM	0.0078956	0.0014682	5:18:07 PM	0.0078981	0.0034626	5:18:14 PM	0.0079005	0.0003496	5:18:20 PM	0.0079031	0.0013922
5:18:31 PM	0.0079073	0.0014628	5:18:37 PM	0.0079098	0.0034611	5:18:44 PM	0.0079123	0.0003486	5:18:50 PM	0.0079147	0.0013881
5:19:01 PM	0.0079189	0.0014577	5:19:07 PM	0.0079214	0.0034546	5:19:14 PM	0.0079238	0.0003477	5:19:20 PM	0.0079262	0.0013841
5:19:31 PM	0.0079303	0.0014524	5:19:37 PM	0.0079329	0.0034334	5:19:44 PM	0.0079352	0.0003468	5:19:50 PM	0.0079377	0.0013800
5:20:01 PM	0.0079417	0.0014472	5:20:07 PM	0.0079442	0.0034209	5:20:14 PM	0.0079466	0.0003459	5:20:20 PM	0.0079491	0.0013761
5:20:31 PM	0.0079531	0.0014421	5:20:37 PM	0.0079554	0.0034112	5:20:44 PM	0.0079580	0.0003450	5:20:50 PM	0.0079603	0.0013722
5:21:01 PM	0.0079643	0.0014372	5:21:07 PM	0.0079666	0.0034067	5:21:14 PM	0.0079691	0.0003442	5:21:20 PM	0.0079714	0.0013684
5:21:31 PM	0.0079754	0.0014321	5:21:37 PM	0.0079777	0.0034025	5:21:44 PM	0.0079801	0.0003433	5:21:50 PM	0.0079825	0.0013646
5:22:01 PM	0.0079864	0.0014272	5:22:07 PM	0.0079887	0.0033958	5:22:14 PM	0.0079910	0.0003425	5:22:20 PM	0.0079934	0.0013609
5:22:31 PM	0.0079973	0.0014224	5:22:37 PM	0.0079996	0.0033964	5:22:44 PM	0.0080019	0.0003416	5:22:50 PM	0.0080042	0.0013572
5:23:01 PM	0.0080081	0.0014176	5:23:07 PM	0.0080104	0.0033915	5:23:14 PM	0.0080127	0.0003409	5:23:20 PM	0.0080150	0.0013536
5:23:31 PM	0.0080188	0.0014128	5:23:37 PM	0.0080211	0.0033902	5:23:44 PM	0.0080233	0.0003401	5:23:50 PM	0.0080257	0.0013500
5:24:01 PM	0.0080295	0.0014082	5:24:07 PM	0.0080318	0.0033928	5:24:14 PM	0.0080340	0.0003393	5:24:20 PM	0.0080362	0.0013464
5:24:31 PM	0.0080400	0.0014036	5:24:37 PM	0.0080422	0.0033934	5:24:44 PM	0.0080445	0.0003385	5:24:50 PM	0.0080467	0.0013429
5:25:01 PM	0.0080506	0.0013989	5:25:07 PM	0.0080527	0.0033935	5:25:14 PM	0.0080550	0.0003378	5:25:20 PM	0.0080572	0.0013395
5:25:31 PM	0.0080608	0.0013944	5:25:37 PM	0.0080630	0.0033957	5:25:44 PM	0.0080652	0.0003369	5:25:50 PM	0.0080674	0.0013362
5:26:01 PM	0.0080711	0.0013900	5:26:07 PM	0.0080733	0.0033982	5:26:14 PM	0.0080755	0.0003362	5:26:20 PM	0.0080776	0.0013328
5:26:31 PM	0.0080813	0.0013855	5:26:37 PM	0.0080835	0.0034053	5:26:44 PM	0.0080856	0.0003355	5:26:50 PM	0.0080878	0.0013295
5:27:01 PM	0.0080914	0.0013812	5:27:07 PM	0.0080935	0.0034159	5:27:14 PM	0.0080957	0.0003347	5:27:20 PM	0.0080978	0.0013262
5:27:31 PM	0.0081014	0.0013768	5:27:37 PM	0.0081035	0.0034291	5:27:44 PM	0.0081056	0.0003339	5:27:50 PM	0.0081077	0.0013230
5:28:01 PM	0.0081112	0.0013725	5:28:07 PM	0.0081133	0.0032999	5:28:14 PM	0.0081154	0.0003333	5:28:20 PM	0.0081176	0.0013197
5:28:31 PM	0.0081210	0.0013684	5:28:37 PM	0.0081231	0.0033303	5:28:44 PM	0.0081251	0.0003325	5:28:50 PM	0.0081273	0.0013166
5:29:01 PM	0.0081308	0.0013642	5:29:07 PM	0.0081328	0.0033302	5:29:14 PM	0.0081349	0.0003318	5:29:20 PM	0.0081370	0.0013135
5:29:31 PM	0.0081404	0.0013601	5:29:37 PM	0.0081424	0.0033277	5:29:44 PM	0.0081445	0.0003310	5:29:50 PM	0.0081465	0.0013105
5:30:01 PM	0.0081499	0.0013559	5:30:07 PM	0.0081520	0.0033264	5:30:14 PM	0.0081541	0.0003303	5:30:20 PM	0.0081560	0.0013073
5:30:31 PM	0.0081593	0.0013520	5:30:37 PM	0.0081613	0.0033235	5:30:44 PM	0.0081633	0.0003297	5:30:50 PM	0.0081653	0.0013044
5:31:01 PM	0.0081687	0.0013480	5:31:07 PM	0.0081706	0.0033206	5:31:14 PM	0.0081726	0.0003290	5:31:20 PM	0.0081747	0.0013015
5:31:31 PM	0.0081780	0.0013440	5:31:37 PM	0.0081799	0.0033170	5:31:44 PM	0.0081819	0.0003284	5:31:50 PM	0.0081838	0.0012987
5:32:01 PM	0.0081872	0.0013402	5:32:07 PM	0.0081890	0.0033151	5:32:14 PM	0.0081911	0.0003278	5:32:20 PM	0.0081930	0.0012958
5:32:31 PM	0.0081962	0.0013364	5:32:37 PM	0.0081981	0.0033092	5:32:44 PM	0.0082000	0.0003271	5:32:50 PM	0.0082019	0.0012930
5:33:01 PM	0.0082052	0.0013327	5:33:07 PM	0.0082071	0.0032965	5:33:14 PM	0.0082089	0.0003265	5:33:20 PM	0.0082109	0.0012902
5:33:31 PM	0.0082140	0.0013289	5:33:37 PM	0.0082159	0.0032757	5:33:44 PM	0.0082178	0.0003259	5:33:50 PM	0.0082197	0.0012875
